Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Rating color,Rating text
Swagi Food Corner,New Delhi,"Shop 2, GRM Complex, Main Rohtak Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Taoji Ke Amratsari Naan,New Delhi,"Chanchal Park, Near Bus Stand, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi","Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
TCW Chaat Point,New Delhi,"36/1, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",Street Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Food Express,New Delhi,"126/110, Main Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Pizza Family,New Delhi,"126/114, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",Pizza,Indian Rupees(Rs.),No,No,No,No,White,Not rated
The Regal Chicken Corner,New Delhi,"Near Water Tank, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Welcome Rasoi,New Delhi,"Near Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi","North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Agarwal Sweets,New Delhi,"Near PVR Cinema, Community Center, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Mithai,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Aurangzeb Rd,New Delhi,"C 126, 2nd Floor, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,Yes,Yes,No,Orange,Average
Bengali Sweet Corner,New Delhi,"3, Near PVR Cinema, Community Center, Naraina, New Delhi",Naraina,"Naraina, New Delhi","South Indian, Street Food, Desserts",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Coffee Day,New Delhi,"Ground Floor, Community Centre, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chinese K. Food,New Delhi,"ER - 09, Near Reliance Fresh, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chocowell,New Delhi,"E 42, Naraina Vihar, New Delhi, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Desserts, Bakery",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Choice,New Delhi,"Shop 1, Block CB-369, Ring Road Naraina, Naraina, New Delhi",Naraina,"Naraina, New Delhi","South Indian, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Desi Street,New Delhi,"C-1C, Part-B, Naraina Ring Road, Near Kali Mata Mandir, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Enigma Lounge,New Delhi,"Hotel Excel, E-16, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Flavors Of London,New Delhi,"WZ - 167, Naraina Village, Near Sabji Mandi, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Desserts, Ice Cream, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Frontier,New Delhi,"E-27, Main Road, Naraina Vihar, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Bakery,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Green Chick Chop,New Delhi,"Shop 21, Central Market, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Raw Meats, North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Hot House Grill,New Delhi,"Main Road Inderpuri, Todapur, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Fast Food,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Kanshi Ram Chole Kulche Wala,New Delhi,"E-195, Naraina Vihar, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Street Food,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Kents Fast Food,New Delhi,"15/5, Community Centre, Phase 1, Industrial Area, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Paharia Meat & Chicken Shop,New Delhi,"RA 76/4, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Palji Corner,New Delhi,"WZ 274/A1, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Paratha Hi Paratha,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Picasso Roof Top,New Delhi,"A-14, Naraina Vihar, New Delhi, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Continental, European, North Indian",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
RK Dosa,New Delhi,"EA1/12, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",South Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sandoz,New Delhi,"C-159, Naraina Industrial Area, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Chinese, North Indian",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Sardar Ji,New Delhi,"WZ-429, C/57, Naraina Village, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Satkar Fast Food,New Delhi,"Opposite Mother Dairy Booth 332, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sweetheart Cupcakes,New Delhi,"A-72, 1st Floor, Near DDA Complex, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Desserts,Indian Rupees(Rs.),No,No,No,No,Orange,Average
The Earthen Grill,New Delhi,"CB 385, Opposite Maruti Service Station, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, Mughlai, Awadhi",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Twenty Four Seven,New Delhi,"C 190, Near Picasso Hotel, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
A Patisseries Gallery,New Delhi,"H-53, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Bakery, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Aggarwal Bikaneri Sweets,New Delhi,"WZ-258, Main Market, Near Pusa Gate, Inderpuri, Near Naraina, New Delhi",Naraina,"Naraina, New Delhi",Mithai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Aggarwal Sweets & Bakers,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Desserts, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Avatar Da Dhaba,New Delhi,"Ring Road Narayna, Opp Dharamshala, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Bengali Restaurant,New Delhi,"CB, Block Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Bengali, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Biryani Express,New Delhi,"C 126, Shop 20, Nariana Industrial Area, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Biryani,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Brahm Point Fast Food,New Delhi,"34/5, Community Center, Naraina Phase-1, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Fast Food, Chinese",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chinese Hot,New Delhi,"Near Aggarwal Sweets, PVR Cinema Complex, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Curry Man,New Delhi,"G-181, Naraina Vihar, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Diya Chinese Food,New Delhi,"EA 156, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Foodies,New Delhi,"Opposite BOI ATM, Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Fresh Meat CO,New Delhi,"E 45, Naraina Vihar, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Hans Fast Food Center,New Delhi,"DDA Market, Community Center, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Fast Food, Desserts",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Happy Hours,New Delhi,"B Block, Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Khalsa Eating Point,New Delhi,"R-5, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Krishna Yummy Foods,New Delhi,"EA 156, Shop 3, Main Market, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Laxmi Dhaba,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Milan Shudh Vaishno,New Delhi,"CB 206/1, Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Milko Sweets Corner,New Delhi,"WZ-135, Naraina Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Mithai, Street Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
New Punjabi Chaap Corner,New Delhi,"EG-15, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Nik's Chawla Chik Inn,New Delhi,"C-159, Shop 27, Naraina Industrial Area, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi","North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Paras Corner,New Delhi,"RZ-76, Inder Puri, Main Market, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Punjabi Tadka,New Delhi,"Shop 6 EA-114, Main Market, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Sardar A Pure Meat Shop,New Delhi,"E-46, Main Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Raw Meats, Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shahi Hyderbadi Biryani,New Delhi,"WZ 143, Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shashi's China Wok,New Delhi,"EG-120, Inderpuri, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Chinese,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Urban Palate,New Delhi,"A-1, Shindi Colony, Naraina Vihar, Naraina, New Delhi",Naraina,"Naraina, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Wrapss,New Delhi,"A-34, Naraina Industrial Area, Near Pearl Academy, Naraina, New Delhi",Naraina,"Naraina, New Delhi","Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
China Kitchen,New Delhi,"Singhloa Marble Market, Main G.T Karnal Road, Narela, New Delhi",Narela,"Narela, New Delhi","Chinese, North Eastern",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Chowringhee,New Delhi,"Shop 3, Main Bus Stand Bawana, Khajan Market Bawana, Narela, New Delhi",Narela,"Narela, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
D-Food,New Delhi,"Shop 3, Plot 1161, Opposite Old Sabji Mandi, Kanjhawala Road Bawana, Narela, New Delhi",Narela,"Narela, New Delhi","Chinese, Fast Food, Bakery",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Kith N Kin Cafeteria,New Delhi,"Khasra 360-361, Village Mamurpur, Main Alipur Road, Narela, New Delhi",Narela,"Narela, New Delhi","Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Lazeez Rasoi,New Delhi,"Saria Nath Market, Sabji Mandi, Narela, New Delhi",Narela,"Narela, New Delhi","Chinese, North Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Red Rose Restaurant,New Delhi,"U-59, Lampur Road, Near Delhi Nagrik Sehkari Bank, Narela, New Delhi",Narela,"Narela, New Delhi",Fast Food,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Shri Bikaner Sweets & Restaurant,New Delhi,"Kissan Bhawan, Main Delhi Road, Village Bawana, Narela, New Delhi",Narela,"Narela, New Delhi","North Indian, Chinese, South Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Welcome Family Restaurant,New Delhi,"Shop 1962/1, Arya Samaj Road,  Near Sabzi Mandi, Narela, New Delhi",Narela,"Narela, New Delhi","North Indian, South Indian",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Al Bake,New Delhi,"Shop 7, 57, Manjusha Building, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Americana Kitchen and Bar,New Delhi,"Shop 5, Ground Floor, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","American, Tex-Mex, Italian, Mexican, North Indian",Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Bawa Snacks Corner,New Delhi,"G 4, Skyline House 85, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bhimsain's Bengali Sweet House,New Delhi,"4, Kundan House, Near Overseas Bank, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Mithai, North Indian, Street Food, Chinese, South Indian, Indian",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Coffee Day,New Delhi,"Shop 2, Plot 70, The Great Eastern Center, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Cafe Coffee Day,New Delhi,"101-104, Ist Floor, Dinar Bhavan, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",Cafe,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Dolce Gelato,New Delhi,"Ground Floor, Modi Towers, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Ice Cream, Beverages, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Domino's Pizza,New Delhi,"7, Satyam Complex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Gopala,New Delhi,"G-4A/56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Street Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
New Punjabi Khana,New Delhi,"1st Floor, 103 & 104, Pragati House, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
New Vishal Corner,New Delhi,"G-4, Vishal Building 95, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Street Food, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Punjabi Khana,New Delhi,"G-8, Eros Apartment 56, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Rajshree,New Delhi,"G-4, 44, Dinaar Bhawan, Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","South Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Snack Junction,New Delhi,"G-5, 56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Sona,New Delhi,"53-54, 1st Floor, Goverdhan House, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Southy,New Delhi,"15, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",South Indian,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
The First Floor,New Delhi,"Building 58, 1st Floor, Sahyog Bhavan, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Chinese",Indian Rupees(Rs.),Yes,Yes,No,No,Orange,Average
Hype,New Delhi,"S-1, American Plaza, Eros Hotel, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Finger Food, Italian, Middle Eastern",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
McDonald's,New Delhi,"Shop 1, Plot 45, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Fast Food, Burger",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
New Punjabi Khana,New Delhi,"G-7/35-36, Aggarwal Bhawan, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Pizza Hut Delivery,New Delhi,"8-9, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Italian, Pizza, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Yellow,Good
Shree Rathnam,New Delhi,"Shop G-8/9, Plot 32-33, Kusal Bazar, Near Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","South Indian, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Subway,New Delhi,"3, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","American, Fast Food, Salad, Healthy Food",Indian Rupees(Rs.),No,No,No,No,Yellow,Good
Al Mughal,New Delhi,"57/5, Manjusha Building, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",Mughlai,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Anupama Restaurant,New Delhi,"GF 10, Bajaj House, Building 97, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Cafe Einstein,New Delhi,"21, Paharpur Business Centre, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,White,Not rated
Delicious Eating Corner,New Delhi,"Shop 2 & 3, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Gupta Rasoi,New Delhi,"60, DDA Mini Market, Opposite Chiranjiv Tower, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Paras Chicken Point,New Delhi,"DDA Mini Market, Behind Paras Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Ralhan Eating Corner,New Delhi,"Shop 2, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,White,Not rated
Pind Balluchi,New Delhi,"103/104-A, Goverdhan House, Behind Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,No,Red,Poor
Oh! Calcutta,New Delhi,"Ground Floor, E Block, Opposite Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi","Bengali, Seafood",Indian Rupees(Rs.),Yes,Yes,No,No,Green,Very Good
Alcoholic Lounge & Bar,New Delhi,"Level 1, Fun Cinemas, North Square Mall, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",Finger Food,Indian Rupees(Rs.),Yes,No,No,No,Orange,Average
Baljeet's Amritsari Koolcha,New Delhi,"G-36, Aggarwal Millenium, Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",North Indian,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Bikanervala,New Delhi,"1, ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Cafe Coffee Day,New Delhi,"C-123, PP Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",Cafe,Indian Rupees(Rs.),No,No,No,No,Orange,Average
Chicago Pizza,New Delhi,"G-41, Agarwal Millenium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","Fast Food, Italian, Pizza",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Cocoberry,New Delhi,"12-13, PP Tower, Main Camp Road, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",Desserts,Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Dilli Chaap Wale,New Delhi,"G-41, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Dips,New Delhi,"G 37, Aggarwal Millenium, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","South Indian, Chinese",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Domino's Pizza,New Delhi,"G-11, 12, & 17, Plot C-4, 5, & 6, Aggarwal Cyber Plaza, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Gullu's,New Delhi,"ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,No,Orange,Average
Hashtag Foods,New Delhi,"G-89, Aggarwal Millennium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","Fast Food, Beverages",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Mini Meals,New Delhi,"G-45, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","North Indian, South Indian, Fast Food",Indian Rupees(Rs.),No,No,No,No,Orange,Average
No Name - Taste Hi Kaafi Hai,New Delhi,"Unit G-73, Aggarwal Cyber Plaza 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","Burger, Fast Food",Indian Rupees(Rs.),No,Yes,No,No,Orange,Average
Pind Balluchi,New Delhi,"113 to 120, 1st Floor, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi","North Indian, Mughlai",Indian Rupees(Rs.),Yes,Yes,No,No,Orange,Average
